start station name,start_lat,start_lng,end_lat,end_lng,NTACode
W 89 St & Columbus Ave,40.7882213,-73.97041561,40.7941654,-73.974124,MN12
Central Park West & W 85 St,40.78476,-73.969862,40.763025942805186,-73.97209525108337,MN12
W 84 St & Columbus Ave,40.78499979,-73.97283406,40.7770575,-73.97898475,MN12
W 87 St & West End Ave,40.789621999999994,-73.97757,40.75594159,-74.0021163,MN12
W 92 St & Broadway,40.7921,-73.9739,40.78476,-73.969862,MN12
W 106 St & Central Park West,40.798185600000004,-73.96059090060001,40.8114323,-73.95187759999999,MN12
W 87 St & West End Ave,40.789621999999994,-73.97757,40.7937704,-73.971888,MN12
Riverside Dr & W 91 St,40.793134809866636,-73.97700369358063,40.742753828659026,-74.00747358798982,MN12
W 87 St & West End Ave,40.789621999999994,-73.97757,40.761573,-73.972628,MN12
W 95 St & Broadway,40.7937704,-73.971888,40.817555,-73.957163,MN12
Columbus Ave & W 103 St,40.7969347,-73.9643412291,40.80083629999999,-73.9664492472,MN12
Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,40.777507027547976,-73.98888587951659,MN12
Riverside Dr & W 104 St,40.8013434,-73.97114574390001,40.7652654,-73.98192338,MN12
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,40.797372100000004,-73.97041192,MN12
Riverside Dr & W 82 St,40.78720869,-73.98128127,40.771496710544405,-73.99046033620834,MN12
W 87 St & Amsterdam Ave,40.78839,-73.9747,40.7667405590595,-73.9790689945221,MN12
W 82 St & Central Park West,40.78275,-73.97137,40.7667405590595,-73.9790689945221,MN12
W 87 St & Amsterdam Ave,40.78839,-73.9747,40.7454973,-74.00197139,MN12
West End Ave & W 78 St,40.783786,-73.981687,40.80083629999999,-73.9664492472,MN12
W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,40.74964,-73.98805,MN12
Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,40.76341379,-73.99667444,MN12
W 78 St & Amsterdam Ave,40.782535857724106,-73.97908508777618,40.76350532,-73.97109243,MN12
Central Park West & W 85 St,40.78476,-73.969862,40.80083629999999,-73.9664492472,MN12
Riverside Dr & W 104 St,40.8013434,-73.97114574390001,40.76087502,-74.00277668,MN12
W 78 St & Amsterdam Ave,40.782535857724106,-73.97908508777618,40.7919557,-73.968087,MN12
W 100 St & Broadway,40.797372100000004,-73.97041192,40.7919557,-73.968087,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.754623240291046,-73.99516761302948,MN12
Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,40.783786,-73.981687,MN12
Central Park West & W 85 St,40.78476,-73.969862,40.78524672,-73.97667321,MN12
W 100 St & Broadway,40.797372100000004,-73.97041192,40.8013434,-73.97114574390001,MN12
W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,40.779668090073116,-73.98093044757842,MN12
W 82 St & Central Park West,40.78275,-73.97137,40.8005385,-73.9419949,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.76269882,-73.99301222,MN12
Riverside Dr & W 104 St,40.8013434,-73.97114574390001,40.72903917,-73.99404649,MN12
W 82 St & Central Park West,40.78275,-73.97137,40.77282817,-73.96685276,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.801694,-73.957145,MN12
W 92 St & Broadway,40.7921,-73.9739,40.7849032,-73.950503,MN12
W 89 St & Columbus Ave,40.7882213,-73.97041561,40.75971079999999,-73.97402311,MN12
W 95 St & Broadway,40.7937704,-73.971888,40.7937704,-73.971888,MN12
W 84 St & Columbus Ave,40.78499979,-73.97283406,40.74487634,-73.99529885,MN12
Central Park W & W 103 St,40.79603684159984,-73.96158903853575,40.75724567911726,-73.97805914282799,MN12
W 87 St & Amsterdam Ave,40.78839,-73.9747,40.76227205,-73.98788205,MN12
Central Park W & W 97 St,40.79249519495111,-73.9641706646307,40.76915505,-73.98191841,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.77163851,-73.98261428,MN12
W 95 St & Broadway,40.7937704,-73.971888,40.77163851,-73.98261428,MN12
W 100 St & Broadway,40.797372100000004,-73.97041192,40.8011939,-73.9500739,MN12
Central Park W & W 97 St,40.79249519495111,-73.9641706646307,40.73726186,-73.99238967,MN12
W 89 St & Columbus Ave,40.7882213,-73.97041561,40.8120562,-73.9612547,MN12
W 100 St & Manhattan Ave,40.795,-73.9645,40.792255299999994,-73.95249933,MN12
W 95 St & Broadway,40.7937704,-73.971888,40.71335226222875,-73.9491033554077,MN12
W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028,40.835775,-73.9434,MN12
W 92 St & Broadway,40.7921,-73.9739,40.8021174,-73.9681805305,MN12
Riverside Dr & W 82 St,40.78720869,-73.98128127,40.76087502,-74.00277668,MN12
W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028,40.7919557,-73.968087,MN12
W 106 St & Central Park West,40.798185600000004,-73.96059090060001,40.809725,-73.953149,MN12
W 87 St & West End Ave,40.789621999999994,-73.97757,40.7734066,-73.97782542,MN12
W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,40.76227205,-73.98788205,MN12
W 84 St & Columbus Ave,40.78499979,-73.97283406,40.77579376683666,-73.97620573639871,MN12
W 89 St & Columbus Ave,40.7882213,-73.97041561,40.72743423,-73.99379025,MN12
Central Park W & W 97 St,40.79249519495111,-73.9641706646307,40.8038654,-73.95593079999999,MN12
Central Park West & W 85 St,40.78476,-73.969862,40.76915505,-73.98191841,MN12
W 100 St & Manhattan Ave,40.795,-73.9645,40.78499979,-73.97283406,MN12
W 92 St & Broadway,40.7921,-73.9739,40.7919557,-73.968087,MN12
W 92 St & Broadway,40.7921,-73.9739,40.76915505,-73.98191841,MN12
W 84 St & Broadway,40.7867947,-73.977112,40.789621999999994,-73.97757,MN12
Central Park W & W 103 St,40.79603684159984,-73.96158903853575,40.77632142182271,-73.96427392959596,MN12
W 106 St & Central Park West,40.798185600000004,-73.96059090060001,40.7997568,-73.9621128676,MN12
Central Park W & W 103 St,40.79603684159984,-73.96158903853575,40.7919557,-73.968087,MN12
W 84 St & Broadway,40.7867947,-73.977112,40.778301,-73.9488134,MN12
W 95 St & Broadway,40.7937704,-73.971888,40.79017948095081,-73.97288918495178,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.74317449,-74.00366443,MN12
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,40.7667405590595,-73.9790689945221,MN12
W 95 St & Broadway,40.7937704,-73.971888,40.76360467795863,-73.98917958140373,MN12
West End Ave & W 94 St,40.7941654,-73.974124,40.76727216,-73.99392888,MN12
W 89 St & Columbus Ave,40.7882213,-73.97041561,40.78866499127884,-73.96680057048799,MN12
W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,40.76663814,-73.95348296,MN12
W 89 St & Columbus Ave,40.7882213,-73.97041561,40.7882213,-73.97041561,MN12
W 78 St & Amsterdam Ave,40.782535857724106,-73.97908508777618,40.75969995906254,-73.9780819416046,MN12
W 92 St & Broadway,40.7921,-73.9739,40.7941654,-73.974124,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.76915505,-73.98191841,MN12
Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,40.7277140777778,-74.01129573583603,MN12
W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,40.74322681432173,-73.97449783980845,MN12
Riverside Dr & W 82 St,40.78720869,-73.98128127,40.78720869,-73.98128127,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.79904139288298,-73.96649479866028,MN12
Central Park West & W 85 St,40.78476,-73.969862,40.76068327096592,-73.98452728986742,MN12
W 84 St & Columbus Ave,40.78499979,-73.97283406,40.77748046,-73.98288594,MN12
W 84 St & Columbus Ave,40.78499979,-73.97283406,40.7785669,-73.97754961,MN12
W 100 St & Broadway,40.797372100000004,-73.97041192,40.8038654,-73.95593079999999,MN12
W 92 St & Broadway,40.7921,-73.9739,40.76500525,-73.95818491,MN12
Central Park West & W 85 St,40.78476,-73.969862,40.78476,-73.969862,MN12
W 92 St & Broadway,40.7921,-73.9739,40.779668090073116,-73.98093044757842,MN12
W 106 St & Central Park West,40.798185600000004,-73.96059090060001,40.806979999999996,-73.94174699999999,MN12
W 100 St & Broadway,40.797372100000004,-73.97041192,40.77748046,-73.98288594,MN12
W 89 St & Columbus Ave,40.7882213,-73.97041561,40.77163851,-73.98261428,MN12
W 84 St & Columbus Ave,40.78499979,-73.97283406,40.79904139288298,-73.96649479866028,MN12
W 100 St & Manhattan Ave,40.795,-73.9645,40.79603684159984,-73.96158903853575,MN12
W 78 St & Amsterdam Ave,40.782535857724106,-73.97908508777618,40.74238787,-73.99726235,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.804213,-73.96699104,MN12
W 87 St & Amsterdam Ave,40.78839,-73.9747,40.796879,-73.93726099999999,MN12
Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,40.8013434,-73.97114574390001,MN12
West End Ave & W 94 St,40.7941654,-73.974124,40.768333,-73.992573,MN12
W 92 St & Broadway,40.7921,-73.9739,40.78476,-73.969862,MN12
Riverside Dr & W 104 St,40.8013434,-73.97114574390001,40.74334935,-74.00681753,MN12
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,40.801694,-73.957145,MN12
Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,40.8013434,-73.97114574390001,MN12
W 89 St & Columbus Ave,40.7882213,-73.97041561,40.754623240291046,-73.99516761302948,MN12
W 100 St & Manhattan Ave,40.795,-73.9645,40.763189000000004,-73.978434,MN12
Central Park West & W 85 St,40.78476,-73.969862,40.77896784,-73.97374737,MN12
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,40.79017948095081,-73.97288918495178,MN12
W 100 St & Manhattan Ave,40.795,-73.9645,40.763025942805186,-73.97209525108337,MN12
W 95 St & Broadway,40.7937704,-73.971888,40.78839,-73.9747,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.804213,-73.96699104,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.78524672,-73.97667321,MN12
Central Park West & W 85 St,40.78476,-73.969862,40.78476,-73.969862,MN12
W 87 St & Amsterdam Ave,40.78839,-73.9747,40.786258600000004,-73.94552579,MN12
W 106 St & Central Park West,40.798185600000004,-73.96059090060001,40.77896784,-73.97374737,MN12
W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,40.78524672,-73.97667321,MN12
W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,40.75500254,-73.98014437,MN12
W 100 St & Manhattan Ave,40.795,-73.9645,40.816234,-73.948222,MN12
Central Park West & W 85 St,40.78476,-73.969862,40.7987859,-73.9523,MN12
W 100 St & Broadway,40.797372100000004,-73.97041192,40.76500525,-73.95818491,MN12
W 84 St & Columbus Ave,40.78499979,-73.97283406,40.7770575,-73.97898475,MN12
W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,40.764397100000004,-73.97371465,MN12
W 95 St & Broadway,40.7937704,-73.971888,40.78499979,-73.97283406,MN12
Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,40.782535857724106,-73.97908508777618,MN12
W 89 St & Columbus Ave,40.7882213,-73.97041561,40.751872999999996,-73.97770600000001,MN12
W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028,40.804213,-73.96699104,MN12
W 78 St & Amsterdam Ave,40.782535857724106,-73.97908508777618,40.7770575,-73.97898475,MN12
Central Park W & W 103 St,40.79603684159984,-73.96158903853575,40.77282817,-73.96685276,MN12
W 92 St & Broadway,40.7921,-73.9739,40.783786,-73.981687,MN12
Riverside Dr & W 104 St,40.8013434,-73.97114574390001,40.76584941,-73.98690506,MN12
W 100 St & Manhattan Ave,40.795,-73.9645,40.8078316,-73.949373,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.7987859,-73.9523,MN12
W 84 St & Columbus Ave,40.78499979,-73.97283406,40.8190344,-73.95615600000001,MN12
W 82 St & Central Park West,40.78275,-73.97137,40.75724567911726,-73.97805914282799,MN12
W 100 St & Broadway,40.797372100000004,-73.97041192,40.7859201,-73.94860294,MN12
W 87 St & West End Ave,40.789621999999994,-73.97757,40.782535857724106,-73.97908508777618,MN12
W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,40.76132983124814,-73.97982001304626,MN12
W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,40.791976,-73.945993,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.76019252,-73.9912551,MN12
W 106 St & Central Park West,40.798185600000004,-73.96059090060001,40.7987859,-73.9523,MN12
W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,40.7699426,-73.96060712,MN12
W 100 St & Manhattan Ave,40.795,-73.9645,40.77632142182271,-73.96427392959596,MN12
Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,40.76341379,-73.99667444,MN12
W 100 St & Manhattan Ave,40.795,-73.9645,40.7801839724239,-73.97728532552719,MN12
Riverside Dr & W 82 St,40.78720869,-73.98128127,40.77237,-73.99005,MN12
W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,40.78476,-73.969862,MN12
W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,40.76068327096592,-73.98452728986742,MN12
Central Park W & W 97 St,40.79249519495111,-73.9641706646307,40.75969995906254,-73.9780819416046,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.786258600000004,-73.94552579,MN12
W 82 St & Central Park West,40.78275,-73.97137,40.77515953434235,-73.98918695747851,MN12
West End Ave & W 78 St,40.783786,-73.981687,40.782535857724106,-73.97908508777618,MN12
Central Park W & W 97 St,40.79249519495111,-73.9641706646307,40.7941654,-73.974124,MN12
W 84 St & Broadway,40.7867947,-73.977112,40.77282817,-73.96685276,MN12
W 84 St & Columbus Ave,40.78499979,-73.97283406,40.7867947,-73.977112,MN12
W 82 St & Central Park West,40.78275,-73.97137,40.77896784,-73.97374737,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.7779453,-73.94604100000001,MN12
Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,40.77515953434235,-73.98918695747851,MN12
Riverside Dr & W 82 St,40.78720869,-73.98128127,40.78307,-73.95939,MN12
W 78 St & Amsterdam Ave,40.782535857724106,-73.97908508777618,40.7699426,-73.96060712,MN12
W 89 St & Columbus Ave,40.7882213,-73.97041561,40.77163851,-73.98261428,MN12
W 100 St & Broadway,40.797372100000004,-73.97041192,40.78414472,-73.98362492,MN12
W 78 St & Amsterdam Ave,40.782535857724106,-73.97908508777618,40.817555,-73.957163,MN12
Central Park West & W 85 St,40.78476,-73.969862,40.76360467795863,-73.98917958140373,MN12
W 84 St & Broadway,40.7867947,-73.977112,40.77282817,-73.96685276,MN12
W 87 St & Amsterdam Ave,40.78839,-73.9747,40.805973,-73.964928,MN12
W 82 St & Central Park West,40.78275,-73.97137,40.78839,-73.9747,MN12
W 82 St & Central Park West,40.78275,-73.97137,40.835775,-73.9434,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.781122299341654,-73.94965589046478,MN12
W 87 St & Amsterdam Ave,40.78839,-73.9747,40.7941654,-73.974124,MN12
W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028,40.7687620293096,-73.95840793848038,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.77748046,-73.98288594,MN12
West End Ave & W 94 St,40.7941654,-73.974124,40.79904139288298,-73.96649479866028,MN12
Central Park W & W 97 St,40.79249519495111,-73.9641706646307,40.78476,-73.969862,MN12
Riverside Dr & W 91 St,40.793134809866636,-73.97700369358063,40.7277140777778,-74.01129573583603,MN12
W 100 St & Broadway,40.797372100000004,-73.97041192,40.773763,-73.96222088,MN12
W 84 St & Broadway,40.7867947,-73.977112,40.75594159,-74.0021163,MN12
Central Park West & W 85 St,40.78476,-73.969862,40.7699426,-73.96060712,MN12
Riverside Dr & W 82 St,40.78720869,-73.98128127,40.777507027547976,-73.98888587951659,MN12
W 100 St & Broadway,40.797372100000004,-73.97041192,40.804213,-73.96699104,MN12
Central Park West & W 85 St,40.78476,-73.969862,40.77492513,-73.98266566,MN12
Riverside Dr & W 91 St,40.793134809866636,-73.97700369358063,40.7689738,-73.95482273,MN12
Central Park W & W 97 St,40.79249519495111,-73.9641706646307,40.71285887,-73.96590294,MN12
W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028,40.790305100000005,-73.94755757,MN12
Central Park West & W 85 St,40.78476,-73.969862,40.7557327,-73.92366109999999,MN12
W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,40.718821999999996,-73.99596,MN12
W 95 St & Broadway,40.7937704,-73.971888,40.780577990103346,-73.98562431335448,MN12
W 100 St & Manhattan Ave,40.795,-73.9645,40.798185600000004,-73.96059090060001,MN12
W 106 St & Central Park West,40.798185600000004,-73.96059090060001,40.76780080148132,-73.96592080593109,MN12
W 89 St & Columbus Ave,40.7882213,-73.97041561,40.805973,-73.964928,MN12
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,40.805973,-73.964928,MN12
W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028,40.835775,-73.9434,MN12
W 100 St & Manhattan Ave,40.795,-73.9645,40.792255299999994,-73.95249933,MN12
W 89 St & Columbus Ave,40.7882213,-73.97041561,40.7770575,-73.97898475,MN12
Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,40.671197799999995,-73.97484126,MN12
Riverside Dr & W 91 St,40.793134809866636,-73.97700369358063,40.78476,-73.969862,MN12
Riverside Dr & W 91 St,40.793134809866636,-73.97700369358063,40.771496710544405,-73.99046033620834,MN12
Central Park W & W 103 St,40.79603684159984,-73.96158903853575,40.75172632,-73.98753523,MN12
Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,40.7435337324616,-74.00367558002472,MN12
W 100 St & Broadway,40.797372100000004,-73.97041192,40.77579376683666,-73.97620573639871,MN12
W 106 St & Central Park West,40.798185600000004,-73.96059090060001,40.77579376683666,-73.97620573639871,MN12
Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,40.711444,-74.014847,MN12
W 106 St & Central Park West,40.798185600000004,-73.96059090060001,40.77801203,-73.95407149,MN12
West End Ave & W 94 St,40.7941654,-73.974124,40.780577990103346,-73.98562431335448,MN12
West End Ave & W 94 St,40.7941654,-73.974124,40.7941654,-73.974124,MN12
West End Ave & W 94 St,40.7941654,-73.974124,40.783786,-73.981687,MN12
W 92 St & Broadway,40.7921,-73.9739,40.7919557,-73.968087,MN12
West End Ave & W 78 St,40.783786,-73.981687,40.7941654,-73.974124,MN12
W 78 St & Amsterdam Ave,40.782535857724106,-73.97908508777618,40.78499979,-73.97283406,MN12
W 84 St & Broadway,40.7867947,-73.977112,40.7770575,-73.97898475,MN12
W 106 St & Central Park West,40.798185600000004,-73.96059090060001,40.75929124,-73.98859651,MN12
West End Ave & W 78 St,40.783786,-73.981687,40.78476,-73.969862,MN12
Central Park W & W 97 St,40.79249519495111,-73.9641706646307,40.79249519495111,-73.9641706646307,MN12
W 87 St & West End Ave,40.789621999999994,-73.97757,40.782535857724106,-73.97908508777618,MN12
Riverside Dr & W 82 St,40.78720869,-73.98128127,40.779668090073116,-73.98093044757842,MN12
W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,40.76030096,-73.99884222,MN12
W 89 St & Columbus Ave,40.7882213,-73.97041561,40.75492,-73.98455,MN12
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,40.77748046,-73.98288594,MN12
W 78 St & Amsterdam Ave,40.782535857724106,-73.97908508777618,40.73401143,-74.00293877,MN12
W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,40.77112927,-73.95772297,MN12
W 100 St & Broadway,40.797372100000004,-73.97041192,40.77518615,-73.94446054,MN12
W 100 St & Broadway,40.797372100000004,-73.97041192,40.779668090073116,-73.98093044757842,MN12
W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,40.76228826,-73.98336183,MN12
W 106 St & Central Park West,40.798185600000004,-73.96059090060001,40.78275,-73.97137,MN12
W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,40.76019252,-73.9912551,MN12
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,40.77477944895728,-73.95427465438844,MN12
W 95 St & Broadway,40.7937704,-73.971888,40.804213,-73.96699104,MN12
W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,40.76360467795863,-73.98917958140373,MN12
W 78 St & Amsterdam Ave,40.782535857724106,-73.97908508777618,40.770513,-73.988038,MN12
W 82 St & Central Park West,40.78275,-73.97137,40.7919557,-73.968087,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.797372100000004,-73.97041192,MN12
West End Ave & W 78 St,40.783786,-73.981687,40.780577990103346,-73.98562431335448,MN12
Riverside Dr & W 91 St,40.793134809866636,-73.97700369358063,40.7919557,-73.968087,MN12
Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,40.73172428,-74.00674436,MN12
Columbus Ave & W 95 St,40.7919557,-73.968087,40.801694,-73.957145,MN12
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,40.777507027547976,-73.98888587951659,MN12
W 78 St & Amsterdam Ave,40.782535857724106,-73.97908508777618,40.76915505,-73.98191841,MN12
Riverside Dr & W 78 St,40.78414472,-73.98362492,40.739445,-73.97680600000001,MN12
W 78 St & Amsterdam Ave,40.782535857724106,-73.97908508777618,40.74322681432173,-73.97449783980845,MN12
Central Park West & W 85 St,40.78476,-73.969862,40.7724607,-73.9468208,MN12
W 100 St & Manhattan Ave,40.795,-73.9645,40.7941654,-73.974124,MN12
W 100 St & Broadway,40.797372100000004,-73.97041192,40.779668090073116,-73.98093044757842,MN12
W 84 St & Broadway,40.7867947,-73.977112,40.7546011026,-73.971878855,MN12
W 100 St & Broadway,40.797372100000004,-73.97041192,40.77801203,-73.95407149,MN12
W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,40.746646999999996,-73.993915,MN12
W 78 St & Amsterdam Ave,40.782535857724106,-73.97908508777618,40.783786,-73.981687,MN12
Central Park West & W 85 St,40.78476,-73.969862,40.75492,-73.98455,MN12
W 100 St & Manhattan Ave,40.795,-73.9645,40.7919557,-73.968087,MN12
West End Ave & W 78 St,40.783786,-73.981687,40.793134809866636,-73.97700369358063,MN12
West End Ave & W 78 St,40.783786,-73.981687,40.797911,-73.9423,MN12
W 100 St & Broadway,40.797372100000004,-73.97041192,40.764397100000004,-73.97371465,MN12
West End Ave & W 78 St,40.783786,-73.981687,40.7667405590595,-73.9790689945221,MN12
W 100 St & Manhattan Ave,40.795,-73.9645,40.792255299999994,-73.95249933,MN12
W 87 St & West End Ave,40.789621999999994,-73.97757,40.7919557,-73.968087,MN12
West End Ave & W 94 St,40.7941654,-73.974124,40.781122299341654,-73.94965589046478,MN12
W 82 St & Central Park West,40.78275,-73.97137,40.78524672,-73.97667321,MN12
Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,40.777507027547976,-73.98888587951659,MN12
Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,40.77896784,-73.97374737,MN12
W 84 St & Columbus Ave,40.78499979,-73.97283406,40.81695971032464,-73.9422959089279,MN12
W 84 St & Broadway,40.7867947,-73.977112,40.7770575,-73.97898475,MN12
W 82 St & Central Park West,40.78275,-73.97137,40.77677702,-73.95900970000001,MN12
W 89 St & Columbus Ave,40.7882213,-73.97041561,40.77112927,-73.95772297,MN12
Central Park W & W 103 St,40.79603684159984,-73.96158903853575,40.75492,-73.98455,MN12
W 82 St & Central Park West,40.78275,-73.97137,40.798185600000004,-73.96059090060001,MN12
Riverside Dr & W 104 St,40.8013434,-73.97114574390001,40.749156,-73.9916,MN12
W 100 St & Broadway,40.797372100000004,-73.97041192,40.797372100000004,-73.97041192,MN12
W 100 St & Manhattan Ave,40.795,-73.9645,40.802692,-73.96295,MN12
W 78 St & Amsterdam Ave,40.782535857724106,-73.97908508777618,40.7770575,-73.97898475,MN12
W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,40.7941654,-73.974124,MN12
West End Ave & W 94 St,40.7941654,-73.974124,40.804213,-73.96699104,MN12
E 13 St & Avenue A,40.72966729392978,-73.98067966103555,40.73223272,-73.98889957,MN22
E 2 St & Avenue B,40.72217444,-73.98368779,40.72307749068673,-73.98583620786667,MN22
St Marks Pl & 2 Ave,40.7284186,-73.98713956,40.72453734,-73.98185424,MN22
E 11 St & 1 Ave,40.72953837,-73.98426726,40.68691865,-73.976682,MN22
E 2 St & Avenue A,40.72307749068673,-73.98583620786667,40.72966729392978,-73.98067966103555,MN22
E 13 St & Avenue A,40.72966729392978,-73.98067966103555,40.72953837,-73.98426726,MN22
1 Ave & E 5 St,40.725864,-73.986389,40.73454567,-73.99074142,MN22
E 7 St & Avenue A,40.72621788,-73.98379855,40.729514962249496,-73.99075269699097,MN22
Cooper Square & Astor Pl,40.729514962249496,-73.99075269699097,40.734232,-73.986923,MN22
E 2 St & Avenue B,40.72217444,-73.98368779,40.717729999999996,-73.94051,MN22
St Marks Pl & 2 Ave,40.7284186,-73.98713956,40.750072700000004,-73.99839279,MN22
E 7 St & Avenue A,40.72621788,-73.98379855,40.711065999999995,-74.009447,MN22
E 2 St & Avenue A,40.72307749068673,-73.98583620786667,40.72743423,-73.99379025,MN22
E 11 St & 2 Ave,40.73047309,-73.98672378,40.73223272,-73.98889957,MN22
E 12 St & 3 Ave,40.73223272,-73.98889957,40.742684734875695,-73.98671329021455,MN22
E 10 St & Avenue A,40.72740794,-73.98142006,40.72307749068673,-73.98583620786667,MN22
E 2 St & Avenue B,40.72217444,-73.98368779,40.725864,-73.986389,MN22
E 2 St & Avenue A,40.72307749068673,-73.98583620786667,40.72228087,-73.97668709,MN22
E 13 St & Avenue A,40.72966729392978,-73.98067966103555,40.73291553,-74.00711384,MN22
E 11 St & 2 Ave,40.73047309,-73.98672378,40.72521311,-73.97768752,MN22
E 11 St & 2 Ave,40.73047309,-73.98672378,40.695065,-73.987167,MN22
E 13 St & Avenue A,40.72966729392978,-73.98067966103555,40.71427487,-73.98990025,MN22
E 6 St & Avenue B,40.72453734,-73.98185424,40.74173969,-73.99415556,MN22
E 13 St & Avenue A,40.72966729392978,-73.98067966103555,40.73454567,-73.99074142,MN22
E 13 St & Avenue A,40.72966729392978,-73.98067966103555,40.734814,-73.992085,MN22
1 Ave & E 5 St,40.725864,-73.986389,40.72966729392978,-73.98067966103555,MN22
E 2 St & Avenue B,40.72217444,-73.98368779,40.7381765,-73.97738662,MN22
E 4 St & 2 Ave,40.726280700000004,-73.98978041,40.7390169121,-74.0026376103,MN22
E 4 St & 2 Ave,40.726280700000004,-73.98978041,40.70140317257725,-73.98672670125961,MN22
E 2 St & Avenue B,40.72217444,-73.98368779,40.72317958,-73.99480012,MN22
E 4 St & 2 Ave,40.726280700000004,-73.98978041,40.7451677,-73.98683077,MN22
E 2 St & 2 Ave,40.72502876,-73.99069656,40.72228087,-73.97668709,MN22
E 2 St & Avenue B,40.72217444,-73.98368779,40.720746999999996,-73.986274,MN22
E 10 St & Avenue A,40.72740794,-73.98142006,40.72229346,-73.99147535,MN22
E 13 St & Avenue A,40.72966729392978,-73.98067966103555,40.75461,-73.99176999999999,MN22
E 2 St & Avenue A,40.72307749068673,-73.98583620786667,40.722055,-73.989111,MN22
E 11 St & 1 Ave,40.72953837,-73.98426726,40.69425403,-73.94626915,MN22
St Marks Pl & 2 Ave,40.7284186,-73.98713956,40.7284186,-73.98713956,MN22
E 2 St & Avenue B,40.72217444,-73.98368779,40.73401143,-74.00293877,MN22
St Marks Pl & 1 Ave,40.72779126,-73.98564945,40.72743423,-73.99379025,MN22
St Marks Pl & 2 Ave,40.7284186,-73.98713956,40.72229346,-73.99147535,MN22
